epoch,acc,loss,val_acc,val_loss
0,0.516237402082424,0.7099689290611635,0.5729166666666666,0.665524979432424
1,0.5677491594669133,0.6804801135554426,0.6321839011948684,0.6335404330286486
2,0.624860022196177,0.6462257602580584,0.8045977080005339,0.5988337130382143
3,0.6623740204905075,0.6235674386729319,0.810344826901096,0.5748442075718408
4,0.7413213895122789,0.5712645886860128,0.9010416666666666,0.5199795762697855
5,0.7754759247198885,0.5309139480449317,0.862068962091687,0.493908815000249
6,0.8325867869819266,0.4837731478729547,0.8850574767452547,0.447320353368233
7,0.8723404250646892,0.4370304917434829,0.9022988560555996,0.4046615622509485
8,0.8863381866912158,0.40147324355292024,0.9166666666666666,0.3535673717657725
9,0.9020156770243757,0.36219181719445703,0.8850574664685918,0.34623861826699354
10,0.9154535275691034,0.32695707371760857,0.8735632183908046,0.3297152952558693
11,0.9137737955918904,0.303319732025516,0.9195402326255009,0.272461520186786
12,0.9300111976743145,0.2708518355250492,0.875,0.28958019117514294
13,0.9316909301854995,0.2551990191953847,0.8850574712643678,0.29036402068604
14,0.9255319149603636,0.2381917911374155,0.9540229912461906,0.16800163309464508
15,0.9395296746512409,0.21707779466104668,0.8735632238716915,0.24850780114360238
16,0.9462486002907107,0.20107829300446847,0.90625,0.20726293325424194
17,0.941769316976041,0.19644081914611786,0.8505747078479021,0.2747562366655503
18,0.9456886898096305,0.18055689676945313,0.9080459797519377,0.2035861025596487
19,0.9512877933522488,0.16759627575236233,0.9195402326255009,0.18879112635535755
20,0.9406494954799084,0.17375421046810213,0.90625,0.19400768975416818
21,0.9512877939529675,0.1638812273991068,0.9080459694752748,0.219121216014884
22,0.9440089580326572,0.15490523009891607,0.8735632108545851,0.21443849390950695
23,0.9552071668533034,0.14383003553678048,0.9080459824923811,0.17176116215086532
24,0.9546472571731816,0.14552477682958392,0.9166666666666666,0.183709184328715
25,0.9507278830046616,0.14525643398219767,0.8735632135950285,0.21727371900931172
26,0.958006718924972,0.1307430528146022,0.9137931061887193,0.1730000750943162
27,0.9535274356770489,0.13642450413705254,0.9080459797519377,0.18231670678347006
28,0.9501679731243001,0.13374716259564157,0.8802083333333334,0.20872610807418823
29,0.9613661814109743,0.12524763563562347,0.9022988505747126,0.16854547657843294
30,0.9540873460246361,0.1326419560516134,0.9310344854990641,0.16134913317088423
31,0.9596864509021849,0.11930955609375525,0.919540222348838,0.14981309007639174
32,0.962486001638923,0.11334088651623998,0.9114583333333334,0.1856725960969925
33,0.9624860017724159,0.11097316348806341,0.9712643705565354,0.06666465283467851
34,0.9664053752067241,0.1104081918517793,0.8908046031820362,0.21548340306884942
35,0.9591265391529207,0.11491674917342282,0.925287361802726,0.17766829143310414
36,0.962486001638923,0.1081223839274446,0.9270833333333334,0.1478270689646403
37,0.9675251960353916,0.10449792205252813,0.9137931089291628,0.17839358541472206
38,0.9703247480403135,0.0965168772375864,0.965517248230419,0.11505021634458125
39,0.9720044792833147,0.09308903164168755,0.8965517166017116,0.17930373206905936
40,0.9686450168640589,0.10061841065112047,0.9166666666666666,0.17881948004166284
41,0.9692049278791114,0.09648050607285334,0.9310344827586207,0.1357819487437092
42,0.9708846578539285,0.09257940133701914,0.9597701190531939,0.11257685960709364
43,0.9697648376259799,0.09310506110278784,0.9252873590622825,0.162302789160575
44,0.9697648376927264,0.09611007758110661,0.9322916666666666,0.16072839995225272
45,0.9697648383601916,0.0896415212853892,0.9712643705565354,0.07688864765838645
46,0.9686450174647776,0.09403248680265326,0.9080459824923811,0.20809004738413053
47,0.9708846584546472,0.09104518090924384,0.9482758634391872,0.11985342298773513
48,0.9697648382934451,0.08375644886997619,0.9375,0.12336849297086398
49,0.971444568868981,0.07926773133897301,0.925287361802726,0.18178057345165605
50,0.9764837625979843,0.08374994094634777,0.9540229885057471,0.0932722776571567
51,0.9776035834266518,0.07795383912601904,0.9310344882395075,0.13729722249781948
52,0.9725643896976484,0.07779051280869348,0.9322916666666666,0.1387774422764778
53,0.9776035834266518,0.07566117962524045,0.9540229912461906,0.11157565615300474
54,0.9804031362325321,0.07348562667744958,0.9425287383726273,0.13484768329680652
55,0.9748040314217298,0.07636916886051451,0.9310344854990641,0.12544546653141922
56,0.977603584094117,0.0723756413160086,0.9427083333333334,0.13879102344314256
57,0.975363941769317,0.07179287668163205,0.9310344827586207,0.1644705486023563
58,0.9792833146696529,0.07348409621305722,0.9655172413793104,0.08791578552503695
59,0.9776035834266518,0.0693762860003304,0.9425287356321839,0.12171515638287041
60,0.977603584094117,0.06989570346651526,0.9427083333333334,0.13542410731315613
61,0.9798432244832679,0.06768750859902127,0.9425287370024056,0.1169472676755368
62,0.9832026875699889,0.06425694609321612,0.9425287383726273,0.12692740628089028
63,0.9820828674755331,0.06256410094084425,0.9425287370024056,0.10914275718146357
64,0.9848824188129899,0.05976349802235139,0.953125,0.11788333828250568
65,0.9815229563269877,0.06144690523205652,0.9770114997337604,0.06883779116745653
66,0.9826427771556551,0.05650894112743162,0.8908045915351517,0.24241776884287253
67,0.9804031355650668,0.06123973861386768,0.9655172413793104,0.06372085746763081
68,0.9809630459126539,0.06175364058335444,0.9375,0.13688598262766996
69,0.977603584094117,0.06061326568030564,0.9425287356321839,0.12389313577321069
70,0.9843225084654027,0.05139951920188955,0.9540229885057471,0.09511271256139908
71,0.9843225090661214,0.052686087841382886,0.9597701163127504,0.09633122513006473
72,0.9848824188129899,0.05242443297679921,0.9583333333333334,0.06646601234873135
73,0.9792833140689341,0.06318548214512336,0.9080459694752748,0.17307556429128537
74,0.9820828661406027,0.055442630043222016,0.9655172441197538,0.08482904492438524
75,0.9809630459126539,0.05592842644428853,0.9367816133060675,0.12766243320429463
76,0.9837625979843225,0.050307259993984346,0.9427083333333334,0.1203307534257571
77,0.986562150055991,0.04969860476098562,0.9425287383726273,0.11813403195005724
78,0.9787234036546004,0.055930044372698495,0.9310344882395075,0.14156252710983672
79,0.9876819702839398,0.04456592499292043,0.977011496993317,0.07236804492000876
80,0.9860022390409386,0.053482862420939116,0.9375,0.13401479025681814
81,0.9832026875699889,0.05830465050253596,0.9597701149425287,0.0795978716221349
82,0.9792833153371181,0.05529209621008673,0.9425287383726273,0.13454449510779873
83,0.9860022397084038,0.05154978122649775,0.9482758559029678,0.10160873025313191
84,0.986562150055991,0.04248597515039855,0.9479166666666666,0.1191445564230283
85,0.9843225077979375,0.04801902932522679,0.9252873590622825,0.14078455670982942
86,0.985442328626605,0.04486487926821426,0.9770114942528736,0.0401040263816543
87,0.9832026875699889,0.053130335413328345,0.9310344854990641,0.1303079739726823
88,0.9848824188129899,0.049369890878992816,0.9635416666666666,0.09265004595120747
89,0.9871220604703248,0.03831191900762972,0.919540222348838,0.1474644848327527
90,0.9843225077979375,0.042248702796816424,0.9655172441197538,0.0594016268164262
91,0.9882418806982735,0.04809142051792358,0.9367816119358457,0.12177759897092293
92,0.9843225077979375,0.04799142405641039,0.9479166666666666,0.11916240304708481
93,0.9843225083986562,0.0478731839347126,0.977011496993317,0.059258369878790844
94,0.9837625973836038,0.04021008490414796,0.9425287280959644,0.1162158771492969
95,0.9876819715521237,0.04008970592767501,0.9252873501558413,0.13863477967251306
96,0.9871220604703248,0.04111720233934557,0.9583333333333334,0.10382379839817683
97,0.9899216125419933,0.03369387765159499,0.9310344896097292,0.10813186035074036
98,0.9865621494552723,0.042279162847782166,0.9310344827586207,0.15483691475364839
99,0.9888017917800724,0.03790757478051063,0.977011496993317,0.05783849971732874
100,0.9876819708846585,0.03990437203031638,0.9427083333333334,0.12009470940877993
101,0.9893617021276596,0.035685563219079175,0.9540229912461906,0.10792523571129503
102,0.9893617021276596,0.03509405794921607,0.9310344882395075,0.12370361721721189
103,0.9893617027951248,0.03496226263081306,0.9655172441197538,0.09982746753884458
104,0.9860022396416573,0.04260952666522841,0.953125,0.11305343111356099
105,0.986562150055991,0.03620408501263295,0.9540229912461906,0.07146941682045486
106,0.9893617021276596,0.03685911371261048,0.9425287411130708,0.1615192357493543
107,0.9848824188129899,0.04270387925249332,0.948275864809409,0.06157868295565419
108,0.9888017917133258,0.03502872479038703,0.9479166666666666,0.11231110990047455
109,0.991041434038126,0.03595598832957555,0.948275864809409,0.11418398229897707
110,0.9826427771556551,0.04093889317664027,0.9425287383726273,0.11384470829333382
111,0.9949608062709966,0.025880942014770838,0.9712643678160919,0.10206779264898479
112,0.9910414333706606,0.033440080299255964,0.9583333333333334,0.0962117537856102
113,0.9888017917133258,0.036778972345463776,0.9367816133060675,0.16477883924012895
114,0.9882418812989922,0.03729125257677421,0.9195402326255009,0.1507200739164462
115,0.98712206113779,0.03692045088227492,0.9885057471264368,0.036517435117442716
116,0.9904815236905388,0.03358619190410431,0.9479166666666666,0.12431334642072518
117,0.9876819708846585,0.034767935928562185,0.9540229912461906,0.06674283340402033
118,0.9893617027951248,0.031008984180206946,0.9655172468601972,0.11367048049110105
119,0.9893617027951248,0.03684697928447339,0.9425287383726273,0.14107406362034808
120,0.9893617021276596,0.03139442590264497,0.953125,0.09932222714026769
121,0.9904815223556083,0.031281944126524824,0.948275864809409,0.1253147704162817
122,0.9910414333706606,0.029997871230248975,0.9425287356321839,0.1049756143970051
123,0.990481522956327,0.02968316096687337,0.9655172413793104,0.10684539231032818
124,0.9904815223556083,0.028259295924313258,0.9635416666666666,0.07802136490742366
125,0.9927211640129431,0.027519653085097753,0.9310344882395075,0.189964870954382
126,0.9938409854423292,0.02209582988252031,0.9712643678160919,0.07354592585979008
127,0.9910414333706606,0.02790227131073312,0.9425287411130708,0.09818178706470577
128,0.9899216119412746,0.027205848747244875,0.9583333333333334,0.08042992651462555
129,0.9927211646136618,0.028305452255988944,0.954022993986634,0.10713830418970394
130,0.9932810744272769,0.025288924908584604,0.919540222348838,0.17854502625849056
131,0.9921612541993281,0.025917738237525655,0.9655172413793104,0.09782902474365272
132,0.9899216125419933,0.031756984268097165,0.9583333333333334,0.08941744392116864
133,0.9932810750279956,0.024084673830478014,0.9367816146762892,0.1391602504527432
134,0.9916013437849944,0.025153514648050337,0.9540229912461906,0.11520227395940101
135,0.9860022396416573,0.02868856877622519,0.9597701149425287,0.11685718273765397
136,0.9921612541993281,0.02314990603293043,0.9427083333333334,0.13437855492035547
137,0.9854423292273237,0.03159909758848229,0.9770114942528736,0.07209379937842317
138,0.9921612541993281,0.02214066488908193,0.9597701176829722,0.07748269465291636
139,0.9955207166853304,0.02191814198810503,0.9367816146762892,0.15000399039394555
140,0.9899216119412746,0.030906470381933258,0.9479166666666666,0.11497581625978152
141,0.9921612541993281,0.022213137425974527,0.9367816119358457,0.13997942731640806
142,0.9938409854423292,0.020710446881203343,0.9655172413793104,0.0978129889130935
143,0.9921612548667933,0.02525358903247859,0.9655172413793104,0.0674522639059558
144,0.9899216125419933,0.02430645396989277,0.9479166666666666,0.12378502637147903
145,0.9949608062709966,0.021120867566784378,0.9655172441197538,0.05433814120532452
146,0.9938409854423292,0.0234802294228422,0.9425287411130708,0.1675940556772824
147,0.9966405375139977,0.019437900321998228,0.9540229912461906,0.12140369389591546
148,0.9966405375139977,0.019732106891059194,0.9427083333333334,0.13395758299157023
149,0.9955207166853304,0.01980394064704288,0.9885057471264368,0.03945180506113617
